source_path,session_id,location_id,location_type,source_name,usage_permission,device_model,camera_position,lighting,motion,surface,dataset_task,notes
001_juanda.jpg,published_001,station_source_001,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Passenger_waiting_at_Juanda_Station.JPG,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,001_juanda.jpg; artist=Muhammad Pascal Fajrin
002_sudirman.jpg,published_002,station_source_002,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Peron_1_Stasiun_Sudirman.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,002_sudirman.jpg; artist=Herryz
003_tegalluar.jpg,tegalluar_nfarras,tegalluar,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Empty_Platform_Tegalluar_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,003_tegalluar.jpg; artist=Naufal Farras for Transport for Bandung
004_cikampek_malam.jpg,cikampek_004,cikampek,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Suasana_Stasiun_Cikampek_di_Malam_Hari.jpg,unknown_published_image,varied_published_photo,low_light,static_photo,mixed,tactile,004_cikampek_malam.jpg; artist=Syaifan Bahtiar Nirwansyah
005_istora_mandiri.jpg,istora_005,istora_mandiri,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Istora_Mandiri_station_platform_(Jakarta_MRT).jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,005_istora_mandiri.jpg; artist=Theoez
006_27824630.jpg,published_006,station_source_006,station_track_area,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:Cangkring_sta_120402-0439.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Cangkring sta 120402-0439.jpg; artist=Wibowo Djatmiko (<a href=""//commons.wikimedia.org/wiki/User:Wie146"" title=""User:Wie146"">Wie146</a>)"
007_65003351.jpg,cikampek_007,cikampek,station_track_area,wikimedia_commons,"CC0; https://commons.wikimedia.org/wiki/File:Cikampek_Station,_West_Java,_Indonesia.jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Cikampek Station, West Java, Indonesia.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Syaifan_Bahtiar_Nirwansyah"" title=""User:Syaifan Bahtiar Nirwansyah"">Syaifan Bahtiar Nirwansyah</a>"
008_85533747.jpg,published_008,station_source_008,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Emplasemen_St_KG.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Emplasemen St KG.jpg; artist=Rizal Febri Ardiansyah<br><a class=""external free"" href=""https://id.wikipedia.org/wiki/Pengguna:Rizal_Febri"">https://id.wikipedia.org/wiki/Pengguna:Rizal_Febri</a>"
009_137824158.jpg,tegalluar_nfarras,tegalluar,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Empty_End_of_Tegalluar_Station%27s_Platform.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Empty End of Tegalluar Station's Platform.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:NFarras"" title=""User:NFarras"">NFarras</a> for Transport for Bandung"
010_137778724.jpg,tegalluar_nfarras,tegalluar,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Empty_Section_of_Tegalluar_Station%27s_Platform.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Empty Section of Tegalluar Station's Platform.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:NFarras"" title=""User:NFarras"">NFarras</a> for Transport for Bandung"
